age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
65,admin.,married,high.school,no,unknown,no,cellular,jan,mon,351,13,999,5,nonexistent,-1.8,93.654,-29.0,1.047,4963,yes
20,unemployed,married,high.school,no,unknown,no,cellular,may,thu,130,20,999,1,nonexistent,-0.1,94.454,-26.8,3.672,5228,no
37,retired,single,high.school,unknown,no,no,telephone,feb,fri,99,28,999,6,nonexistent,1.4,94.315,-39.7,2.737,5191,no
41,retired,divorced,university.degree,unknown,yes,no,telephone,jan,fri,365,10,999,0,failure,-0.1,94.301,-26.2,0.669,5099,no
71,unemployed,single,unknown,no,yes,unknown,telephone,oct,tue,7,2,999,6,nonexistent,-0.1,94.188,-42.3,4.233,5099,no
50,services,married,high.school,no,no,no,cellular,dec,wed,541,25,999,3,nonexistent,1.4,94.273,-48.4,3.337,5191,no
41,technician,divorced,university.degree,unknown,yes,yes,telephone,nov,mon,145,17,999,0,nonexistent,1.4,94.033,-36.3,0.798,5191,no
53,technician,married,high.school,unknown,unknown,no,telephone,aug,mon,175,10,999,1,nonexistent,1.4,94.604,-29.2,1.961,4963,yes
55,management,married,basic.4y,unknown,no,no,cellular,dec,mon,251,23,999,1,nonexistent,-0.1,93.672,-35.2,3.787,5099,no
42,admin.,married,high.school,no,yes,no,cellular,apr,tue,80,16,999,5,nonexistent,1.1,93.563,-49.8,0.888,5191,no
35,student,married,basic.4y,no,no,yes,cellular,feb,tue,227,9,999,0,nonexistent,1.1,94.104,-49.7,3.847,5176,no
83,unknown,married,university.degree,no,yes,no,telephone,may,tue,295,19,999,0,nonexistent,1.1,92.498,-32.6,2.836,5099,yes
71,technician,married,university.degree,no,no,no,telephone,dec,mon,31,11,999,5,nonexistent,-0.1,94.331,-29.7,4.051,5176,no
52,unemployed,married,unknown,no,yes,no,cellular,nov,fri,183,6,999,6,nonexistent,-1.8,94.808,-43.9,4.367,5191,yes
78,student,single,high.school,no,no,no,cellular,dec,mon,99,25,999,1,nonexistent,-1.8,92.889,-38.7,3.985,4963,no
58,retired,single,university.degree,unknown,no,unknown,telephone,jun,tue,203,25,999,1,nonexistent,1.4,93.833,-26.9,0.971,5099,no
50,student,single,unknown,unknown,no,yes,cellular,aug,tue,5,4,999,3,nonexistent,1.1,92.098,-38.9,2.642,5099,no
85,admin.,married,high.school,no,no,no,cellular,jul,wed,339,16,999,1,nonexistent,-1.8,94.297,-46.7,2.023,5191,yes
50,unemployed,single,university.degree,unknown,no,no,cellular,jul,thu,46,12,999,1,nonexistent,1.1,93.679,-28.1,2.852,5176,no
31,admin.,divorced,basic.4y,no,unknown,yes,cellular,jan,wed,292,24,999,2,success,-0.1,94.021,-38.1,4.851,5228,no
38,student,married,university.degree,unknown,no,no,telephone,mar,wed,366,24,999,2,nonexistent,1.4,92.429,-41.7,1.174,5191,no
65,unknown,married,basic.4y,no,no,no,cellular,mar,mon,349,27,999,2,nonexistent,1.4,94.428,-47.7,4.413,5176,no
37,services,married,unknown,no,no,no,telephone,jul,thu,425,16,999,4,nonexistent,1.4,92.768,-39.0,4.96,5176,no
25,technician,married,unknown,no,yes,yes,cellular,dec,thu,91,23,14,5,nonexistent,1.4,94.054,-31.5,4.956,5228,no
24,unemployed,single,high.school,no,no,no,cellular,feb,mon,853,22,999,4,nonexistent,1.4,93.779,-32.8,4.112,5099,no
84,services,single,high.school,no,unknown,no,telephone,oct,fri,6,3,999,1,nonexistent,1.4,93.961,-38.1,2.665,4963,no
34,student,married,high.school,no,no,no,cellular,jul,mon,164,12,21,2,nonexistent,1.4,92.151,-32.7,1.408,5228,no
50,technician,single,unknown,unknown,yes,no,cellular,sep,fri,78,15,999,5,nonexistent,1.1,94.226,-41.6,3.288,5191,no
65,management,single,basic.4y,no,yes,no,telephone,jan,fri,336,20,24,3,nonexistent,-1.8,94.386,-32.4,3.297,5176,no
76,services,divorced,high.school,no,no,no,cellular,dec,thu,408,12,999,3,failure,1.1,93.424,-47.9,2.013,5228,no
39,services,married,high.school,no,no,no,cellular,feb,mon,432,9,999,6,nonexistent,1.1,93.227,-45.2,3.326,5176,no
47,student,divorced,unknown,no,no,no,cellular,nov,mon,88,10,999,3,nonexistent,-1.8,93.028,-28.9,1.139,5099,no
55,retired,married,basic.4y,no,no,yes,cellular,jun,thu,80,23,999,1,nonexistent,1.1,94.784,-43.0,3.401,5176,no
68,student,married,university.degree,no,yes,no,cellular,feb,wed,282,27,999,5,nonexistent,1.4,94.265,-45.1,4.549,4963,no
71,services,married,high.school,no,no,yes,cellular,dec,mon,658,8,999,2,nonexistent,1.1,94.096,-47.9,2.693,5191,no
25,technician,married,university.degree,no,yes,yes,cellular,feb,tue,73,13,999,1,nonexistent,1.4,94.777,-40.6,3.971,5099,no
44,unknown,single,university.degree,no,yes,no,telephone,may,tue,603,22,999,6,nonexistent,-1.8,93.046,-48.4,3.408,5176,no
44,retired,married,high.school,no,unknown,no,cellular,jul,mon,223,15,999,6,nonexistent,1.1,93.89,-38.1,0.643,4963,no
38,student,married,unknown,no,yes,no,telephone,apr,fri,334,28,9,1,nonexistent,-0.1,94.058,-27.9,1.163,4963,no
47,unknown,married,high.school,unknown,no,yes,cellular,jun,thu,144,17,999,3,nonexistent,1.1,94.989,-31.1,4.016,5191,no
45,unemployed,single,basic.4y,no,no,no,telephone,dec,fri,411,27,999,2,nonexistent,-1.8,93.282,-49.0,0.807,5099,no
81,student,married,basic.4y,no,no,no,telephone,mar,tue,880,12,999,4,nonexistent,-0.1,93.201,-42.8,4.809,5191,no
86,services,single,high.school,unknown,no,no,cellular,apr,tue,46,16,999,0,nonexistent,1.4,92.253,-45.5,4.537,5191,no
78,unknown,married,university.degree,no,unknown,no,telephone,apr,thu,121,25,999,1,failure,-0.1,92.295,-48.4,2.214,4963,no
65,services,married,basic.4y,no,unknown,no,cellular,apr,tue,495,11,999,2,nonexistent,1.4,93.535,-47.4,1.986,5228,yes
36,management,married,basic.4y,unknown,unknown,no,telephone,dec,wed,48,19,16,0,nonexistent,-1.8,92.514,-28.2,3.309,5176,no
21,unknown,married,high.school,no,unknown,no,telephone,jan,tue,133,29,999,0,nonexistent,1.4,92.219,-42.6,3.304,5099,no
52,unknown,married,high.school,no,yes,no,cellular,apr,fri,45,13,999,6,nonexistent,-1.8,94.895,-40.6,1.019,5228,no
81,student,married,unknown,unknown,unknown,no,cellular,apr,fri,261,3,999,4,success,1.1,94.854,-38.3,1.571,5191,no
66,services,divorced,high.school,unknown,yes,no,cellular,jun,wed,68,25,999,4,nonexistent,-0.1,92.976,-32.1,3.411,5099,no
34,unemployed,single,high.school,no,no,yes,cellular,sep,fri,119,4,999,1,nonexistent,-0.1,94.37,-30.8,4.129,5191,no
61,admin.,married,basic.4y,no,yes,no,cellular,oct,fri,168,24,999,1,nonexistent,-0.1,94.618,-26.9,1.469,5099,no
47,retired,married,basic.4y,unknown,yes,no,cellular,jun,fri,88,15,999,2,nonexistent,1.4,93.394,-44.9,3.697,5099,yes
63,admin.,single,basic.4y,no,unknown,no,cellular,jun,mon,284,14,15,6,failure,-1.8,92.671,-42.8,4.434,5176,no
23,retired,married,university.degree,no,no,yes,telephone,jul,wed,29,28,999,4,nonexistent,1.1,92.389,-42.5,1.145,4963,no
54,unemployed,married,basic.4y,no,no,unknown,cellular,jul,wed,529,11,999,5,nonexistent,-1.8,92.422,-39.3,2.549,5176,no
41,unknown,single,basic.4y,no,unknown,no,cellular,jan,tue,164,28,999,6,nonexistent,-0.1,94.391,-30.6,4.347,5176,yes
63,unknown,single,high.school,unknown,yes,no,cellular,aug,wed,212,13,999,4,failure,1.4,93.153,-44.3,2.25,5228,yes
70,student,married,unknown,unknown,unknown,yes,telephone,jan,thu,243,20,999,5,nonexistent,1.1,94.081,-31.2,1.808,5176,no
77,management,married,basic.4y,unknown,yes,no,telephone,sep,wed,15,18,999,2,success,1.1,93.616,-45.1,3.888,5099,yes
80,services,married,unknown,unknown,unknown,no,cellular,apr,thu,353,13,999,5,nonexistent,1.4,93.184,-33.0,2.381,5191,no
49,services,single,basic.4y,no,unknown,unknown,telephone,sep,fri,729,21,999,4,nonexistent,-1.8,92.371,-30.8,3.717,5228,yes
50,services,married,basic.4y,no,no,no,telephone,aug,thu,183,27,999,3,nonexistent,1.4,93.0,-29.5,1.182,5099,no
84,student,married,unknown,no,no,no,telephone,sep,mon,123,19,999,0,nonexistent,-0.1,94.521,-37.8,3.049,5191,no
35,retired,married,high.school,no,no,no,cellular,jun,fri,384,4,999,3,nonexistent,-0.1,94.434,-42.1,2.288,5191,no
42,unknown,married,basic.4y,no,unknown,no,cellular,sep,thu,318,12,3,0,nonexistent,-0.1,92.085,-31.5,4.988,5228,no
71,unemployed,divorced,unknown,no,no,unknown,cellular,apr,fri,263,3,999,5,nonexistent,1.1,92.421,-42.3,3.214,5176,no
75,services,single,basic.4y,unknown,no,no,cellular,mar,mon,840,16,999,2,failure,-0.1,94.268,-46.4,3.611,5228,no
84,admin.,single,university.degree,no,unknown,no,cellular,mar,fri,217,1,999,2,success,-1.8,93.007,-30.0,1.203,5228,no
63,services,married,university.degree,no,no,yes,cellular,aug,fri,71,4,999,0,nonexistent,1.1,93.931,-40.1,4.965,5228,no
41,unknown,married,university.degree,no,yes,no,telephone,feb,wed,6,9,999,0,nonexistent,-1.8,93.688,-36.3,0.855,5191,no
49,student,married,university.degree,no,no,yes,cellular,dec,tue,151,23,999,0,nonexistent,1.1,93.956,-28.0,0.94,5176,no
64,unemployed,married,high.school,no,yes,no,cellular,jun,thu,264,13,999,0,nonexistent,-1.8,92.161,-46.7,0.961,4963,no
40,management,divorced,university.degree,unknown,no,no,telephone,sep,tue,47,22,999,1,nonexistent,-0.1,94.793,-36.6,4.435,5191,yes
83,unemployed,married,unknown,no,unknown,yes,telephone,sep,mon,6,10,999,4,nonexistent,1.1,92.063,-36.6,3.814,5228,no
44,admin.,married,basic.4y,no,unknown,no,telephone,aug,mon,599,9,999,4,nonexistent,-1.8,92.024,-29.3,4.882,5191,no
19,services,married,unknown,no,no,no,cellular,aug,fri,89,20,999,2,nonexistent,1.1,92.678,-41.8,0.921,5099,no
34,services,single,university.degree,no,yes,no,telephone,jan,tue,156,6,999,1,nonexistent,1.1,94.98,-40.4,3.653,5176,no
50,technician,married,high.school,unknown,no,yes,cellular,nov,thu,23,19,999,0,nonexistent,-0.1,92.218,-37.5,2.96,4963,no
26,retired,married,university.degree,unknown,unknown,no,telephone,jul,thu,120,3,999,1,failure,1.1,94.624,-46.0,3.423,5176,yes
60,admin.,married,university.degree,unknown,no,no,cellular,jan,fri,137,10,999,0,nonexistent,1.4,92.477,-38.7,2.871,5099,no
65,technician,single,high.school,no,unknown,no,cellular,sep,thu,582,10,999,5,nonexistent,-1.8,92.327,-39.5,3.581,4963,no
56,unemployed,married,high.school,no,yes,no,telephone,mar,wed,501,24,999,4,nonexistent,1.4,94.337,-45.3,4.594,5191,no
59,management,divorced,high.school,no,yes,unknown,telephone,jan,tue,52,21,25,0,nonexistent,1.1,94.54,-30.0,3.197,4963,no
43,retired,single,high.school,no,unknown,yes,telephone,aug,mon,203,24,999,5,nonexistent,-1.8,94.377,-39.7,4.547,5228,no
67,admin.,married,high.school,unknown,yes,no,telephone,jul,thu,328,25,999,4,nonexistent,1.4,92.723,-42.7,4.048,5099,no
42,services,single,high.school,no,unknown,no,cellular,feb,thu,86,2,999,0,nonexistent,1.4,94.64,-46.9,4.41,5228,no
41,unemployed,married,basic.4y,unknown,unknown,unknown,telephone,jul,thu,125,13,999,5,failure,-0.1,92.216,-47.8,3.511,5099,no
30,admin.,divorced,university.degree,no,unknown,no,cellular,may,fri,1047,7,999,6,nonexistent,1.4,93.026,-27.0,2.896,5191,no
77,services,married,university.degree,no,no,no,cellular,jul,mon,356,29,999,2,nonexistent,1.1,93.39,-26.1,0.934,5191,no
24,unknown,married,high.school,no,yes,yes,telephone,oct,tue,143,13,999,4,nonexistent,-1.8,92.203,-28.4,4.279,5228,no
74,retired,married,unknown,no,no,unknown,telephone,dec,thu,190,14,999,5,failure,1.1,93.74,-39.0,1.688,5099,no
53,unknown,married,high.school,no,no,no,cellular,jul,wed,245,28,999,2,nonexistent,1.4,93.678,-30.6,0.79,5099,no
62,unknown,divorced,basic.4y,no,yes,no,cellular,feb,fri,172,18,999,1,nonexistent,1.1,94.977,-30.0,2.898,5191,no
37,services,married,unknown,no,no,yes,cellular,feb,tue,132,14,999,6,nonexistent,1.4,93.865,-42.8,3.394,5176,no
82,management,single,basic.4y,no,unknown,unknown,telephone,jul,thu,111,23,999,0,nonexistent,-0.1,93.193,-35.9,3.522,5228,no
25,unemployed,married,unknown,no,no,no,cellular,mar,tue,46,27,25,1,nonexistent,1.1,94.371,-27.0,3.557,5228,no
33,student,divorced,unknown,no,unknown,yes,cellular,apr,fri,908,13,999,0,failure,1.1,93.005,-43.3,3.487,5099,no
31,services,married,high.school,no,yes,no,cellular,jul,wed,23,19,19,4,nonexistent,-0.1,93.599,-34.1,4.162,4963,no
32,management,married,basic.4y,no,no,no,cellular,feb,thu,229,8,999,0,nonexistent,1.1,92.166,-34.1,3.992,5191,no
83,student,married,unknown,no,yes,no,telephone,feb,wed,802,4,999,5,nonexistent,1.4,92.968,-39.1,4.182,5191,no
49,unemployed,single,basic.4y,no,unknown,no,telephone,sep,fri,117,9,999,3,nonexistent,-0.1,93.584,-38.2,2.641,5176,no
80,unknown,married,high.school,no,no,unknown,cellular,nov,wed,72,12,999,3,nonexistent,1.1,94.107,-39.0,0.905,4963,no
68,retired,married,high.school,no,unknown,no,cellular,jan,fri,778,20,18,3,nonexistent,1.4,92.297,-37.5,3.425,4963,no
42,retired,married,high.school,no,unknown,unknown,telephone,dec,wed,404,2,999,2,nonexistent,1.4,94.392,-46.4,1.549,4963,no
75,unemployed,single,high.school,no,unknown,no,telephone,dec,tue,266,29,999,3,nonexistent,-1.8,94.7,-30.9,4.386,5176,no
80,unemployed,married,university.degree,no,yes,no,cellular,mar,tue,236,4,999,0,nonexistent,-1.8,92.843,-34.1,3.784,5191,no
79,admin.,married,unknown,unknown,yes,no,cellular,oct,fri,111,21,999,1,nonexistent,-1.8,94.296,-26.6,3.977,4963,no
39,management,married,university.degree,no,yes,no,telephone,apr,tue,256,24,999,2,nonexistent,-0.1,92.541,-44.1,1.882,5191,yes
75,unknown,single,high.school,no,no,no,telephone,may,wed,322,19,999,4,nonexistent,1.4,93.57,-46.5,3.396,5191,no
75,management,divorced,unknown,unknown,unknown,no,telephone,mar,wed,8,9,999,6,nonexistent,-0.1,94.393,-41.8,2.938,5176,no
66,unemployed,married,unknown,no,yes,unknown,cellular,sep,thu,31,9,13,2,failure,-0.1,93.159,-37.8,1.803,5191,no
69,technician,married,basic.4y,no,unknown,no,cellular,may,fri,94,11,999,5,failure,-0.1,92.079,-45.1,4.179,5099,no
59,technician,married,high.school,no,yes,no,telephone,jul,tue,97,10,999,5,nonexistent,-0.1,93.62,-38.9,3.033,5191,no
87,student,married,university.degree,no,unknown,no,telephone,nov,fri,576,3,999,1,nonexistent,-0.1,94.534,-34.6,1.464,5099,no
32,student,married,basic.4y,no,yes,no,telephone,jul,tue,288,8,999,6,nonexistent,1.1,92.325,-48.7,1.964,4963,no
71,technician,single,unknown,no,yes,no,cellular,nov,thu,116,22,999,3,nonexistent,-1.8,92.089,-31.8,1.622,5099,no
77,unemployed,married,university.degree,no,yes,no,cellular,sep,wed,414,11,999,6,nonexistent,-0.1,94.427,-27.4,1.995,4963,no
25,unemployed,divorced,high.school,no,yes,yes,cellular,feb,wed,97,6,10,1,nonexistent,1.1,92.801,-43.6,1.452,5099,no
70,student,married,university.degree,no,unknown,no,telephone,mar,mon,1170,18,999,2,success,1.1,93.093,-31.4,2.252,5099,yes
77,services,single,university.degree,no,yes,no,telephone,apr,fri,380,8,999,2,nonexistent,1.4,92.261,-40.0,3.663,4963,no
22,unemployed,married,university.degree,no,yes,no,telephone,aug,tue,413,23,999,2,nonexistent,-0.1,92.29,-34.1,4.822,5176,no
85,technician,married,basic.4y,yes,yes,unknown,cellular,jan,mon,75,2,999,1,nonexistent,-1.8,93.844,-32.2,1.55,5191,yes
23,management,married,unknown,yes,unknown,no,cellular,sep,fri,39,20,999,0,nonexistent,1.4,93.657,-42.9,1.94,5099,no
64,unemployed,married,university.degree,no,yes,no,cellular,may,tue,123,5,999,0,nonexistent,-0.1,92.877,-31.1,0.639,5228,no
72,unknown,married,unknown,unknown,unknown,no,cellular,apr,thu,101,25,999,5,nonexistent,1.4,93.358,-47.5,1.615,5176,no
57,unemployed,single,basic.4y,no,no,yes,cellular,aug,fri,367,10,999,3,success,-1.8,93.165,-26.3,2.459,5191,no
69,services,divorced,high.school,no,unknown,yes,telephone,sep,tue,47,18,13,6,success,-1.8,94.085,-41.9,2.648,5176,no
33,student,married,high.school,unknown,no,no,cellular,mar,wed,187,12,999,5,nonexistent,-0.1,94.586,-44.6,1.794,5176,no
30,unemployed,married,university.degree,no,yes,yes,cellular,apr,fri,247,28,999,4,nonexistent,-1.8,94.295,-46.7,1.287,4963,yes
47,retired,married,basic.4y,no,yes,yes,telephone,jan,tue,121,23,5,1,nonexistent,-1.8,92.013,-30.5,3.091,5228,no
36,admin.,married,high.school,no,unknown,yes,telephone,dec,wed,55,21,999,0,nonexistent,-1.8,92.299,-35.9,2.418,5191,yes
34,technician,married,basic.4y,no,yes,yes,cellular,mar,wed,565,2,2,3,nonexistent,-0.1,93.288,-27.2,2.493,5176,no
80,unknown,single,basic.4y,unknown,yes,no,cellular,oct,mon,37,10,999,4,nonexistent,1.4,94.555,-34.5,4.541,4963,no
36,unknown,divorced,university.degree,no,unknown,no,cellular,may,tue,90,12,999,3,nonexistent,1.4,92.711,-41.8,3.084,5191,no
75,unknown,divorced,university.degree,no,yes,no,cellular,aug,mon,353,19,999,3,nonexistent,1.4,94.637,-29.9,2.327,4963,no
72,retired,married,basic.4y,no,no,no,telephone,jan,mon,232,5,999,5,failure,1.4,92.33,-43.3,1.739,5191,no
79,unknown,single,basic.4y,unknown,no,yes,telephone,jan,thu,327,10,999,5,nonexistent,1.4,92.218,-43.0,2.503,5176,no
40,unknown,single,university.degree,no,yes,no,cellular,mar,mon,413,1,999,4,nonexistent,1.4,94.74,-49.3,4.396,5099,no
26,student,married,basic.4y,no,yes,yes,telephone,sep,mon,564,7,999,6,nonexistent,1.4,92.486,-44.0,4.847,5228,no
29,management,married,university.degree,no,no,no,telephone,sep,thu,90,1,999,2,success,-1.8,93.391,-43.7,2.278,5099,no
18,admin.,single,unknown,no,yes,yes,telephone,jan,thu,160,22,20,0,nonexistent,1.4,92.978,-42.9,1.543,5099,no
75,retired,married,basic.4y,no,no,no,telephone,apr,fri,291,28,999,6,nonexistent,-1.8,92.443,-41.2,4.626,5176,no
18,admin.,married,university.degree,no,unknown,yes,cellular,dec,mon,395,22,999,0,nonexistent,1.1,93.896,-36.2,1.261,4963,no
51,technician,married,basic.4y,no,no,no,cellular,aug,wed,215,17,999,4,success,-0.1,94.891,-44.8,1.93,5228,no
65,student,married,university.degree,no,yes,no,cellular,feb,thu,180,12,999,0,failure,-1.8,93.974,-34.7,1.522,5099,no
18,unemployed,married,basic.4y,no,yes,yes,cellular,apr,tue,294,7,14,1,nonexistent,-0.1,93.061,-46.8,3.103,4963,no
33,management,divorced,high.school,no,no,unknown,cellular,jul,fri,120,8,999,1,nonexistent,-0.1,94.135,-27.7,2.416,5228,no
78,student,single,high.school,no,no,no,cellular,jul,fri,560,3,999,1,nonexistent,1.1,92.43,-49.4,1.885,5176,no
81,admin.,single,basic.4y,no,yes,unknown,telephone,may,mon,59,15,999,4,nonexistent,1.4,93.74,-28.2,3.986,5228,no
80,retired,married,high.school,no,yes,no,cellular,jul,wed,538,12,21,5,nonexistent,1.1,93.408,-36.9,3.532,5191,no
86,technician,single,basic.4y,no,yes,no,telephone,jun,thu,257,26,999,3,nonexistent,-1.8,93.08,-33.0,4.98,5176,no
39,technician,married,basic.4y,no,unknown,no,cellular,feb,tue,229,17,999,3,nonexistent,-1.8,94.219,-42.8,1.993,5099,no
84,student,married,unknown,no,unknown,yes,cellular,sep,mon,158,2,999,2,nonexistent,-1.8,92.355,-45.8,4.324,5191,yes
43,unemployed,married,unknown,no,no,no,cellular,may,wed,42,17,999,2,nonexistent,-0.1,93.598,-27.3,1.952,4963,no
33,retired,married,high.school,unknown,no,no,cellular,feb,mon,500,25,999,1,nonexistent,1.4,94.563,-39.4,0.669,5099,no
68,unemployed,married,unknown,no,unknown,no,cellular,jun,mon,13,4,999,1,nonexistent,1.4,92.605,-38.5,1.289,5191,no
74,unemployed,married,unknown,no,unknown,no,telephone,oct,fri,78,7,999,4,nonexistent,1.4,92.794,-26.3,2.852,5176,no
46,unknown,married,basic.4y,unknown,no,no,cellular,may,tue,29,15,999,1,failure,1.1,93.982,-41.9,4.17,5191,no
86,retired,married,university.degree,no,unknown,no,telephone,feb,tue,28,21,999,1,nonexistent,1.1,94.318,-47.6,0.881,5191,no
64,admin.,divorced,basic.4y,no,no,no,cellular,oct,tue,123,25,999,1,nonexistent,-1.8,92.85,-35.9,4.266,5099,no
79,student,married,unknown,no,yes,no,cellular,oct,tue,43,16,999,0,nonexistent,1.4,93.08,-36.7,3.759,5191,no
86,student,single,basic.4y,no,no,unknown,telephone,jul,thu,217,25,999,3,nonexistent,1.4,94.22,-31.4,0.781,5228,no
33,unknown,married,high.school,unknown,unknown,unknown,cellular,oct,thu,246,6,999,6,success,1.1,92.856,-27.1,1.095,5099,no
65,services,married,university.degree,no,unknown,no,cellular,feb,tue,534,5,999,0,nonexistent,-0.1,93.999,-42.6,0.961,5228,no
56,student,divorced,unknown,no,unknown,no,cellular,jul,wed,89,26,999,5,nonexistent,1.4,92.477,-32.7,3.597,5191,no
50,technician,married,unknown,unknown,no,no,cellular,jun,thu,92,16,999,1,nonexistent,-1.8,93.234,-39.6,3.082,5228,no
40,admin.,married,basic.4y,unknown,unknown,yes,cellular,dec,thu,70,1,999,6,nonexistent,1.4,94.066,-31.2,2.198,5176,no
27,retired,single,basic.4y,no,no,unknown,cellular,dec,wed,380,15,999,1,nonexistent,1.1,93.38,-46.1,1.016,5176,no
86,student,married,basic.4y,no,yes,unknown,cellular,apr,tue,139,20,999,0,nonexistent,1.4,92.058,-38.0,2.347,5191,no
